arquivo_completo,negative,positive,artista,musica,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Alice Cooper - Caught in a Dream.mid,0.5555555555555556,0.4444444444444444,alice-cooper,caught-in-a-dream,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Alice Cooper - Only Women Bleed.mid,0.6666666666666666,0.3333333333333333,alice-cooper,only-women-bleed,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.2777777777777778,0.05555555555555555,0.05555555555555555
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Alice Cooper - Poison.mid,0.7560975609756098,0.24390243902439024,alice-cooper,poison,0.19117647058823528,0.044117647058823525,0.16911764705882354,0.2426470588235294,0.0661764705882353,0.19117647058823528,0.08823529411764705,0.007352941176470588
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Alice Cooper - School's Out.mid,0.4,0.6000000000000001,alice-cooper,school's-out,0,0,0.25,0.125,0.25,0.125,0,0.25
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Alice In Chains - Don't Follow.mid,0.8,0.2,alice-in-chains,don't-follow,0.1764705882352941,0.1764705882352941,0.11764705882352941,0.1764705882352941,0,0.29411764705882354,0.058823529411764705,0
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Alice In Chains - Grind.mid,0.375,0.625,alice-in-chains,grind,0,0.23809523809523808,0,0,0.19047619047619047,0.09523809523809523,0.14285714285714285,0.3333333333333333
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Alice In Chains - Rooster.mid,0.631578947368421,0.3684210526315789,alice-in-chains,rooster,0.10526315789473684,0.05263157894736842,0.13157894736842105,0.2631578947368421,0.10526315789473684,0.15789473684210525,0.05263157894736842,0.13157894736842105
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Alice_Cooper_-_Be_My_Lover.mid,0,1,alice-cooper,be-my-lover,0,0.47619047619047616,0,0,0.3333333333333333,0,0.047619047619047616,0.14285714285714285
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Alice_Cooper_-_Elected.mid,0.36363636363636365,0.6363636363636364,alice-cooper,elected,0.14285714285714285,0.17857142857142855,0.03571428571428571,0,0.17857142857142855,0.03571428571428571,0.17857142857142855,0.25
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Alice_Cooper_-_Only_Women_Bleed.mid,0.6666666666666666,0.3333333333333333,alice-cooper,only-women-bleed,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.2777777777777778,0.05555555555555555,0.05555555555555555
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/alice_in_chains-brother.mid,0.5,0.5,alice-in-chains,brother,0,0.1111111111111111,0,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.05555555555555555,0.2222222222222222
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/alice_in_chains-dont_follow.mid,0.8,0.2,alice-in-chains,dont-follow,0.1764705882352941,0.1764705882352941,0.11764705882352941,0.1764705882352941,0,0.29411764705882354,0.058823529411764705,0
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/alice_in_chains-heaven_beside_you.mid,0.9230769230769231,0.07692307692307693,alice-in-chains,heaven-beside-you,0.23076923076923075,0.02564102564102564,0.23076923076923075,0.23076923076923075,0,0.2564102564102564,0,0.02564102564102564
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/alice_in_chains-i_stay_away.mid,0.8571428571428571,0.14285714285714285,alice-in-chains,i-stay-away,0.23076923076923078,0,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/alice_in_chains-man_in_the_box.mid,0.7142857142857142,0.2857142857142857,alice-in-chains,man-in-the-box,0.36,0,0.24,0.04,0.16,0.04,0,0.16
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/alice_in_chains-no_excuses.mid,0.5,0.5,alice-in-chains,no-excuses,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.19047619047619047,0.19047619047619047,0.14285714285714285,0.047619047619047616,0.19047619047619047
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/alice_in_chains-over_now.mid,0.5217391304347826,0.4782608695652174,alice-in-chains,over-now,0,0.2765957446808511,0,0,0.23404255319148937,0.2127659574468085,0.0425531914893617,0.23404255319148937
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Alice_In_Chains_-_Don't_Follow.mid,0.8,0.2,alice-in-chains,don't-follow,0.1764705882352941,0.1764705882352941,0.11764705882352941,0.1764705882352941,0,0.29411764705882354,0.058823529411764705,0
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Alice_In_Chains_-_No_Excuses.mid,0.5,0.5,alice-in-chains,no-excuses,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.19047619047619047,0.19047619047619047,0.14285714285714285,0.047619047619047616,0.19047619047619047
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Alice_In_Chains_-_Over_Now.mid,0.5217391304347826,0.4782608695652174,alice-in-chains,over-now,0,0.2765957446808511,0,0,0.23404255319148937,0.2127659574468085,0.0425531914893617,0.23404255319148937
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/alicia_keys-a_womans_worth.mid,0.23684210526315788,0.763157894736842,alicia-keys,a-womans-worth,0.11235955056179775,0.0449438202247191,0.06741573033707865,0.11235955056179775,0.1348314606741573,0.056179775280898875,0.06741573033707865,0.4044943820224719
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/alicia_keys-doesnt_mean_anything.mid,0.1111111111111111,0.8888888888888888,alicia-keys,doesnt-mean-anything,0,0,0,0.1,0.5,0.1,0.1,0.2
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/alicia_keys-fallin.mid,0.1764705882352941,0.8235294117647058,alicia-keys,fallin,0,0.1,0.05,0.05,0.55,0.15000000000000002,0.05,0.05
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/alicia_keys-girl_on_fire.mid,0.6000000000000001,0.4,alicia-keys,girl-on-fire,0.1020408163265306,0.08163265306122448,0.1020408163265306,0.42857142857142855,0.061224489795918366,0.1020408163265306,0.04081632653061224,0.08163265306122448
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/alicia_keys-if_i_aint_got_you.mid,0.08333333333333333,0.9166666666666666,alicia-keys,if-i-aint-got-you,0,0.13793103448275862,0,0,0.6551724137931034,0,0.10344827586206896,0.10344827586206896
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/alicia_keys-karma.mid,0.5384615384615385,0.46153846153846156,alicia-keys,karma,0.13333333333333333,0.3333333333333333,0.2,0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/alicia_keys-never_felt_this_way.mid,0.2,0.8,alicia-keys,never-felt-this-way,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.14285714285714285
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/alicia_keys-no_one.mid,0.6000000000000001,0.4,alicia-keys,no-one,0.11428571428571428,0.17142857142857143,0.08571428571428572,0.17142857142857143,0.08571428571428572,0.17142857142857143,0.08571428571428572,0.11428571428571428
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/alicia_keys-superwoman.mid,0.6363636363636364,0.36363636363636365,alicia-keys,superwoman,0.09523809523809523,0.14285714285714285,0.14285714285714285,0.09523809523809523,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.23809523809523808
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/alicia_keys-unbreakable.mid,0.35416666666666663,0.6458333333333333,alicia-keys,unbreakable,0.16470588235294117,0.16470588235294117,0.047058823529411764,0.07058823529411765,0.2,0.10588235294117647,0.10588235294117647,0.1411764705882353
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/alicia_keys-you_dont_know_my_name.mid,0.1891891891891892,0.8108108108108109,alicia-keys,you-dont-know-my-name,0.06779661016949153,0.11864406779661017,0,0.05084745762711865,0.3898305084745763,0.05084745762711865,0.11864406779661017,0.2033898305084746
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/alizee-parler_tout_bas.mid,0.8,0.2,alizee,parler-tout-bas,0,0,0.23076923076923078,0.3076923076923077,0,0.23076923076923078,0.23076923076923078,0
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/All Saints - Bootie Call.mid,0.19047619047619047,0.8095238095238095,all-saints,bootie-call,0.02702702702702703,0.16216216216216217,0.05405405405405406,0.05405405405405406,0.3783783783783784,0.02702702702702703,0.10810810810810811,0.1891891891891892
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/All Saints - I Know Where It's At.mid,0.19230769230769232,0.8076923076923077,all-saints,i-know-where-it's-at,0.02857142857142857,0.3142857142857143,0.014285714285714285,0.02857142857142857,0.2714285714285714,0.02857142857142857,0.14285714285714285,0.17142857142857143
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/All Saints - Never Ever.mid,0.5694444444444444,0.4305555555555555,all-saints,never-ever,0.14646464646464646,0.13636363636363638,0.10101010101010102,0.15656565656565657,0.10101010101010102,0.15151515151515152,0.07575757575757576,0.13131313131313133
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/all_saints-all_hooked_up.mid,0.7407407407407407,0.25925925925925924,all-saints,all-hooked-up,0.06451612903225806,0.12903225806451613,0.22580645161290322,0.06451612903225806,0.22580645161290322,0.12903225806451613,0.0967741935483871,0.06451612903225806
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/all_saints-black_coffee.mid,0.5333333333333333,0.4666666666666667,all-saints,black-coffee,0,0.047619047619047616,0,0.2857142857142857,0.2857142857142857,0.38095238095238093,0,0
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/all_saints-i_know_where_its_at.mid,0.19230769230769232,0.8076923076923077,all-saints,i-know-where-its-at,0.02857142857142857,0.3142857142857143,0.014285714285714285,0.02857142857142857,0.2714285714285714,0.02857142857142857,0.14285714285714285,0.17142857142857143
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/all_saints-never_ever.mid,0.5694444444444444,0.4305555555555555,all-saints,never-ever,0.14646464646464646,0.13636363636363638,0.10101010101010102,0.15656565656565657,0.10101010101010102,0.15151515151515152,0.07575757575757576,0.13131313131313133
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/all_saints-pure_shores.mid,0,1,all-saints,pure-shores,0,0.7333333333333333,0,0,0.26666666666666666,0,0,0
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/all_saints-rock_steady.mid,0.3611111111111111,0.6388888888888888,all-saints,rock-steady,0.05263157894736842,0.15789473684210525,0.10526315789473684,0.07017543859649122,0.2807017543859649,0.03508771929824561,0.08771929824561403,0.21052631578947367
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/all_saints-under_the_bridge.mid,0.3529411764705882,0.6470588235294118,all-saints,under-the-bridge,0.0967741935483871,0.06451612903225806,0.0967741935483871,0.0967741935483871,0.3225806451612903,0.1935483870967742,0.03225806451612903,0.0967741935483871
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/all_saints_-_under_the_bridge.mid,0.3529411764705882,0.6470588235294118,all-saints,under-the-bridge,0.0967741935483871,0.06451612903225806,0.0967741935483871,0.0967741935483871,0.3225806451612903,0.1935483870967742,0.03225806451612903,0.0967741935483871
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/alphaville-big_in_japan.mid,0.3333333333333333,0.6666666666666666,alphaville,big-in-japan,0,0.34615384615384615,0.038461538461538464,0.038461538461538464,0.19230769230769232,0.19230769230769232,0,0.19230769230769232
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/alphaville-faith.mid,0.10526315789473684,0.894736842105263,alphaville,faith,0.034482758620689655,0.27586206896551724,0.034482758620689655,0.034482758620689655,0.29310344827586204,0.017241379310344827,0.08620689655172414,0.22413793103448276
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/alphaville-forever_young.mid,0.17391304347826086,0.8260869565217391,alphaville,forever-young,0.027777777777777776,0.2638888888888889,0,0.05555555555555555,0.2638888888888889,0.05555555555555555,0.25,0.08333333333333333
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/alphaville-sounds_like_a_melody.mid,0.3076923076923077,0.6923076923076923,alphaville,sounds-like-a-melody,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.125,0.25,0.125,0.125,0.125
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/America-1.mid,0.375,0.625,america,1,0.1111111111111111,0.18518518518518517,0,0.09259259259259259,0.18518518518518517,0.05555555555555555,0.16666666666666666,0.2037037037037037
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/america-5.mid,0.18181818181818182,0.8181818181818182,america,5,0,0.20833333333333331,0.041666666666666664,0.08333333333333333,0.29166666666666663,0.041666666666666664,0.041666666666666664,0.29166666666666663
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/America_-_Daisy_Jane.mid,0.42105263157894735,0.5789473684210527,america,daisy-jane,0.1875,0.09375,0.09375,0.125,0.21875,0.125,0.09375,0.0625
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/America_-_I_Need_You.mid,0.4,0.6000000000000001,america,i-need-you,0.09090909090909091,0.2727272727272727,0.09090909090909091,0,0.18181818181818182,0.09090909090909091,0.2727272727272727,0
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/America_-_Lonely_People.mid,0.6000000000000001,0.4,america,lonely-people,0.30000000000000004,0,0.2,0.2,0.1,0.2,0,0
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/America_-_Sandman.mid,0.3333333333333333,0.6666666666666666,america,sandman,0,0.18181818181818182,0,0.36363636363636365,0.18181818181818182,0.09090909090909091,0,0.18181818181818182
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/America_-_Sister_Golden_Hair.mid,0.5,0.5,america,sister-golden-hair,0.2727272727272727,0.045454545454545456,0.045454545454545456,0.13636363636363635,0.2272727272727273,0.045454545454545456,0.09090909090909091,0.13636363636363635
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/America_-_Tin_Man.mid,0.25,0.75,america,tin-man,0,0.13043478260869565,0.08695652173913043,0.043478260869565216,0.21739130434782608,0.043478260869565216,0.08695652173913043,0.3913043478260869
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/America_-_Ventura_Highway.mid,0.6,0.4,america,ventura-highway,0.11538461538461539,0.19230769230769232,0.11538461538461539,0.11538461538461539,0.15384615384615385,0.19230769230769232,0.038461538461538464,0.07692307692307693
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Amorphis - Day Of Your Beliefs.mid,0.3333333333333333,0.6666666666666666,amorphis,day-of-your-beliefs,0,0.30000000000000004,0,0,0.1,0.30000000000000004,0.2,0.1
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Amorphis - Divinity.mid,0.6470588235294118,0.3529411764705882,amorphis,divinity,0.043478260869565216,0,0.043478260869565216,0.34782608695652173,0.13043478260869565,0.3913043478260869,0,0.043478260869565216
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Amorphis - Drowned Maid.mid,0.4,0.6000000000000001,amorphis,drowned-maid,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.14285714285714285
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Amorphis - Into Hiding.mid,0.6666666666666666,0.3333333333333333,amorphis,into-hiding,0.0625,0.0625,0.1875,0.25,0.0625,0.1875,0.0625,0.125
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Amorphis - The Gathering.mid,0.6190476190476191,0.38095238095238093,amorphis,the-gathering,0.16326530612244897,0.08163265306122448,0.1020408163265306,0.2040816326530612,0.1020408163265306,0.16326530612244897,0.04081632653061224,0.14285714285714285
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/amy_macdonald-dont_tell_me_that_its_over.mid,0.2,0.8,amy-macdonald,dont-tell-me-that-its-over,0.05,0.4,0.05,0.05,0.2,0,0.1,0.15000000000000002
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/amy_macdonald-lets_start_a_band.mid,0.29411764705882354,0.7058823529411764,amy-macdonald,lets-start-a-band,0.09230769230769231,0.3384615384615385,0.06153846153846154,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.12307692307692308
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/amy_macdonald-mr_rock_and_roll.mid,0.30000000000000004,0.7000000000000001,amy-macdonald,mr-rock-and-roll,0.05,0.30000000000000004,0,0.05,0.15000000000000002,0.2,0,0.25
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/amy_macdonald-this_is_the_life.mid,0.2857142857142857,0.7142857142857142,amy-macdonald,this-is-the-life,0.1111111111111111,0.1111111111111111,0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/amy_winehouse-back_to_black.mid,0.7777777777777777,0.2222222222222222,amy-winehouse,back-to-black,0.19047619047619047,0.09523809523809523,0,0,0.19047619047619047,0.47619047619047616,0,0.047619047619047616
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/amy_winehouse-love_is_a_losing_game.mid,0.64,0.36,amy-winehouse,love-is-a-losing-game,0.21875,0.09375,0.03125,0.03125,0.28125,0.3125,0.03125,0
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/amy_winehouse-rehab.mid,0.4666666666666667,0.5333333333333333,amy-winehouse,rehab,0.1,0.13333333333333333,0.03333333333333333,0.1,0.2,0.23333333333333334,0.13333333333333333,0.06666666666666667
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/amy_winehouse-you_know_im_no_good.mid,0.25,0.75,amy-winehouse,you-know-im-no-good,0,0.25,0.09375,0.03125,0.21875,0,0.1875,0.21875
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/anastacia-heavy_on_my_heart.mid,0.25,0.75,anastacia,heavy-on-my-heart,0.03225806451612903,0.29032258064516125,0,0.22580645161290322,0.22580645161290322,0.12903225806451613,0,0.0967741935483871
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/anastacia-i_call_it_love.mid,0.35185185185185186,0.6481481481481481,anastacia,i-call-it-love,0.15294117647058825,0.047058823529411764,0.011764705882352941,0.12941176470588234,0.3764705882352941,0.16470588235294117,0.023529411764705882,0.09411764705882353
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/anastacia-left_outside_alone.mid,0.3684210526315789,0.631578947368421,anastacia,left-outside-alone,0.0625,0.10416666666666666,0.041666666666666664,0.125,0.25,0.0625,0.08333333333333333,0.2708333333333333
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/anastacia-love_is_a_crime.mid,0.6049382716049383,0.3950617283950617,anastacia,love-is-a-crime,0.21052631578947367,0.18128654970760233,0.1286549707602339,0.15204678362573099,0.15789473684210525,0.14035087719298245,0.005847953216374269,0.023391812865497075
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/anastacia-not_that_kind.mid,0.07692307692307693,0.923076923076923,anastacia,not-that-kind,0.0273972602739726,0.0410958904109589,0,0.0136986301369863,0.4520547945205479,0.0273972602739726,0.0273972602739726,0.410958904109589
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/anastacia-one_day_in_your_life.mid,0.44,0.56,anastacia,one-day-in-your-life,0,0.15151515151515152,0,0,0.33333333333333337,0.30303030303030304,0.21212121212121213,0
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/anastacia-one_more_chance.mid,0.65,0.35000000000000003,anastacia,one-more-chance,0.09615384615384616,0.09615384615384616,0.019230769230769232,0.13461538461538464,0.09615384615384616,0.21153846153846156,0.23076923076923078,0.11538461538461539
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/anastacia-seasons_change.mid,0.3076923076923077,0.6923076923076923,anastacia,seasons-change,0.03125,0.21875,0.09375,0.1875,0.15625,0.0625,0.0625,0.1875
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/anastacia-sick_and_tired.mid,0.5909090909090909,0.4090909090909091,anastacia,sick-and-tired,0.041666666666666664,0.125,0.20833333333333331,0.08333333333333333,0.16666666666666666,0.29166666666666663,0,0.08333333333333333
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/anastacia-stupid_little_things.mid,0.5714285714285714,0.42857142857142855,anastacia,stupid-little-things,0.23809523809523808,0.09523809523809523,0.14285714285714285,0.23809523809523808,0.09523809523809523,0.14285714285714285,0,0.047619047619047616
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/anastacia-time.mid,0.2,0.8,anastacia,time,0,0.8181818181818182,0,0.09090909090909091,0.09090909090909091,0,0,0
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/anastacia-welcome_to_my_truth.mid,0.5,0.5,anastacia,welcome-to-my-truth,0.058823529411764705,0.058823529411764705,0,0.1764705882352941,0.1764705882352941,0.29411764705882354,0.058823529411764705,0.1764705882352941
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/anastacia-youll_never_be_alone.mid,0.25,0.75,anastacia,youll-never-be-alone,0.027777777777777776,0.16666666666666666,0,0.25,0.3333333333333333,0.08333333333333333,0.05555555555555555,0.08333333333333333
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Anathema - Alternative 4.mid,0.5,0.5,anathema,alternative-4,0.16,0.04,0.08,0.28,0.12,0.2,0.04,0.08
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Anathema - Are You There.mid,0.4666666666666667,0.5333333333333333,anathema,are-you-there,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.041666666666666664,0.29166666666666663,0.16666666666666666,0.041666666666666664,0.20833333333333331
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Anathema - Deep.mid,0.5714285714285714,0.42857142857142855,anathema,deep,0.07894736842105263,0.2631578947368421,0,0.10526315789473684,0.15789473684210525,0.13157894736842105,0.15789473684210525,0.10526315789473684
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Anathema - Emotional Winter.mid,0.5,0.5,anathema,emotional-winter,0.09523809523809523,0.2857142857142857,0.09523809523809523,0.047619047619047616,0.14285714285714285,0,0.19047619047619047,0.14285714285714285
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Anathema - Eternity Part I.mid,0.43478260869565216,0.5652173913043478,anathema,eternity-part-i,0.07500000000000001,0.2,0.07500000000000001,0.15000000000000002,0.125,0.1,0.1,0.17500000000000002
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Anathema - Judgement.mid,0.7000000000000001,0.30000000000000004,anathema,judgement,0.12,0.12,0.2,0.16,0.12,0.2,0.08,0
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Anathema - Panic.mid,0.5357142857142857,0.46428571428571425,anathema,panic,0.11904761904761904,0.16666666666666666,0.11904761904761904,0.16666666666666666,0.07142857142857142,0.21428571428571427,0.023809523809523808,0.11904761904761904
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Anathema - Restless Oblivion.mid,0.6666666666666666,0.3333333333333333,anathema,restless-oblivion,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.14814814814814814,0.18518518518518517,0.3333333333333333,0,0.1111111111111111
c:/musica/130000_Pop_Rock_Classical_Videogame_EDM_MIDI_Archive[6_19_15]/A/A/Anathema - Sleepless.mid,0.8125,0.1875,anathema,sleepless,0.13043478260869565,0,0.043478260869565216,0.34782608695652173,0,0.4782608695652174,0,0
